New fit: SimFull
N = 100000
loglh: 2742404.00, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5504160.07, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.816, xin -0.785
-------------------------------------------------------------------------------------------
|   | Name  |   Value   | Hesse Err | Minos Err- | Minos Err+ | Limit-  | Limit+  | Fixed |
-------------------------------------------------------------------------------------------
| 0 | alpha |   0.459   |   0.004   |            |            |   -1    |    1    |       |
| 1 | dphi  |   0.737   |   0.008   |            |            |-3.14159 | 3.14159 |       |
| 2 | alph1 |   0.746   |   0.004   |            |            |    0    |    1    |       |
| 3 | alph2 |  -0.755   |   0.004   |            |            |   -1    |    0    |       |
| 4 | xip   |   0.808   |   0.007   |            |            |    0    |  1.01   |       |
| 5 | xin   |  -0.794   |   0.007   |            |            |  -1.01  |    0    |       |
-------------------------------------------------------------------------------------------
------------------------------------------------------------------
| FCN = 5.504E+06               |     Ncalls=171 (171 total)     |
| EDM = 0.000176 (Goal: 5E-06)  |            up = 0.5            |
------------------------------------------------------------------
|  Valid Min.   | Valid Param.  | Above EDM | Reached call limit |
------------------------------------------------------------------
|     True      |     True      |   False   |       False        |
------------------------------------------------------------------
| Hesse failed  |   Has cov.    | Accurate  | Pos. def. | Forced |
------------------------------------------------------------------
|     False     |     True      |   True    |   True    | False  |
------------------------------------------------------------------
[[ 1.          0.0119266  -0.05275162  0.04993242  0.06983068 -0.06947777]
 [ 0.0119266   1.         -0.13695924  0.13768447  0.34199881 -0.33143866]
 [-0.05275162 -0.13695924  1.          0.21348848 -0.30814908  0.30326067]
 [ 0.04993242  0.13768447  0.21348848  1.          0.31824352 -0.30696415]
 [ 0.06983068  0.34199881 -0.30814908  0.31824352  1.         -0.2989164 ]
 [-0.06947777 -0.33143866  0.30326067 -0.30696415 -0.2989164   1.        ]]
alpha: 1.216
dphi : 2.377
alph1: 1.340
alph2: 1.358
xip  : 2.091
xin  : 2.073
